id,comments,sentiment,magnitude
244,"I never biked on roads without any bike lane, and always felt uncomfortable biking on streets without any physical separation. This made it hard for me to feel comfortable using my bike to get around to many destinations.",-0.6,1.2
245,A lot of these areas arent even downtown. I havent used the downtown versions.,-0.1,0.4
246,The change from regular traffic signal to flashing red/four way stop along Catherine and Division is a night mare. Drivers are blowing right through the intersections without stopping. Especially along Division and Fifth,-0.1,0.6
247,"The end of Packard's bike lane between Hill and State, and left turning cars at Packard and Division are sources of constant close calls for me. I know several people who have been hit there.",-0.1,0.5
248,They all look like construction zones.,-0.5,0.5
249,"Previously I was nervous about biking outside of downtown because I was unsure of how safe it would be, but knowing that protected bike lanes have been installed has increased my range.",0.9,0.9
250,I'm able to bike with less fear of getting hit by a car.,0.9,0.9
251,"I support the initiative, but Packard surface potholes in bike lanes make it infuriatingly dangerous -- better to ride in traffic than get a flat tire or crash.",-0.2,0.2
252,"This is severely impeding traffic and my commute to work. There should be more thought on what streets are closed, particularly south main (after the businesses) since there isnt enough pedestrian traffic to warrant the increased vehicle traffic.",-0.7,1.4
253,"The pilot projects greatly increase traffic congestion--especially on Division, a major commuting street--thus dramatically increasing the risk of accidents, including accidents to pedestrians and bikers.",-0.7,0.7
254,These projects create a traffic mess and stress out drivers and create more emissions as cars sit longer in traffic. When biking I usually like to avoid the main streets.,-0.5,1.0
255,"As a driver downtown, it actually has made things worse. It means that there's traffic that backs up into downtown. This prioritizes the few bikers at the expense of the many drivers. It's made me FAR less comfortable downtown.",-0.6,2.5
256,They are stupid and cause more idling,-0.8,0.8
257,These pilots have so much potential. I would love to see permanent improvements designating more pedestrian and bike space along these routes.,0.5,1.0
258,I feel so much safer being separated from car traffic,0.9,0.9
259,I never had problems biking where the bike lanes are (to be) on Miller or Division. Folks in cars curse at the bike lanes and they hate them. Seems that there are more drivers needing to turn left onto Main from Miller than there are bikers.,-0.3,2.3
260,Many of the projects actually create new hazards. To explain all of the problems would take more time than I have today.,-0.5,1.0
261,I believe parts of this program is dangerous after witnessing numerous and confused bike-car-pedestrian encounters.,-0.7,0.7
262,"On the way back to our home near Eberwhite Elementary my 11-year-old son said ""I can ride this route by myself"". His comment reflects my view of the value of these separated bike paths: they enable less confident cyclists to ride with confidence.",-0.3,0.6
263,"I'm a nervous rider, but these new lanes have given me the confidence to bike more downtown.",0.9,0.9
264,The new lanes are awkward at turning lanes---it is tight in some areas,-0.8,0.8
265,"I biked down Main St with my two year old on the back, coming home from AADL downtown. It was a delight to have our own space!",0.5,1.0
266,"The stupidy of this ""program"" is beyond comprehesion. The fact that tax dollars were wasted on it is infuriating. The slowed vehicle traffic is a nice way to get more emissions into the air so at least this program is anti ""climate change"".",-0.2,2.2
267,I also drive these area and am concerned that projects should be compatible with traffic flow.,-0.1,0.1
268,"Light at Platt and Packard allows East bound Packard to move when lights red, almost got killed crossing Packard",0.0,0.0
269,There is a much larger presence between myself & cars & that a helps cars from drifting into the bike lanes. The sense of safety is a small increase but it is an increase.,0.6,1.2
270,I have seen very few people (less than 5) use the Packard Road pilot.,0.0,0.0
271,"mostly, except for Packard/Hill Pilot (see below)",-0.2,0.2
272,I have never been threatened by auto traffic.,-0.1,0.1
273,Anytime I can be in a protected bike lane I feel safer,0.9,0.9
274,The existing bike lanes and sidewalks offer me plenty of comfort and safety. I feel less safe biking in the street through a confusing and cluttered maize of barrels where drivers are frustrated and possibly confused.,0.0,1.8
275,Totally unnecessary.,-0.8,0.8
276,"No. It has created more complex intersections where before they were simpler, see final comment box for more details. I am fearful as a driver that I will hit a biker whenever I turn right now, and likewise as a biker I am more afraid I will be hit.",-0.5,1.7
277,"Leave the bike lanes as is, healthy streets are not needed.",-0.5,0.5
278,"too much cognitive load when two-way bikes are in a segregated lane. Close passing on bikes is scary. Unpredictable walkers, cyclists and confused motorists add risks. Strongly prefer protected turn signals, sharrows or striped bike lanes",-0.5,2.2
279,So much safer feeling having a divided bike line. !!,0.9,0.9
280,it's an absolute disaster and the cars are driving far worse because they're backed up for miles.,-0.8,0.8
281,"As a person who regularly cycles to work and for recreation, these pilot projects did not increase my usage. Each of these projects, and Division St in particular, have made me feel more comfortable while traversing downtown.",0.1,1.7
282,Vehemently disagree with the project at Packard snd Eisenhower.,-0.5,0.5
283,"There are more areas in which to bike and walk, so it increases my comfort and feeling of safety.",0.9,0.9
284,Even when on the sidewalk it is nice to have a buffer from cars wizzing by. It slowed them a little too which was nice.,0.6,1.2
285,"It is nice to have a place to be in the street. The great irony of bikeways is that by reducing the lanes for cars, the traffic is calm enough to bike in. That being said, I'm very happy not to mix with cars.",0.6,2.0
286,It keeps me off of sidewalks and distanced from walkers.,0.7,0.7
287,"Love the additional space for biking! We follow the same routes as before, but now it is much safer!",0.9,1.9
288,"I am concerned that the new traffic patterns will cause an increase in auto-bicycle accidents, due to bicycle traffic in both directions tothe right of drivers.",-0.7,0.7
289,"Because of the barriers, it feels safer to bike. If the barriers are removed, however, I wouldn't feel as safe. I'm assuming that the barriers will be like the ones that are located on Williams St. If that is the case, I would feel safer.",0.0,1.7
290,"It makes cycling safer particularly space between a car, a bike and a walker",0.9,0.9
291,Blocking off major vehicle thoroughfares throughout town is a huge inconvenience for motorists. The excess space for pedestrians and cyclists is very underutilized while cars sit in traffic. The backlog of traffic is awful.,-0.7,2.2
292,To make these changes permanent would not improve traffic flow or safety.,-0.6,0.6
293,I think they obstruct the road and that little to no people are using them,-0.9,0.9
294,"The pilot projects decrease my sense of comfort, safety and security for me as an automobile driver. Many cyclists do not use hand signals when readying for a turn, which is dangerous for all sharing the road.",-0.6,1.3
295,"Some of these corridors, as they existed before the Pilots, are areas where cars tend to drive fast and recklessly, which puts other users at high risk. All of these, and Division St particularly, feel much safer for biking now.",0.0,1.6
296,They allow for safe distancing. This is especially important for passing.,0.7,1.5
297,"These are great. The implementations are a bit awkward, with the barriers and the barrels, but with more permanent solutions and better signage they would be amazing.",0.7,1.4
298,The closure of lanes on Packard is an utter disaster. Packard is a major artery of traffic through town. I live in the neighborhood bewtrwrn Packard and Washtenaw and the increase in traffic is atrocious. Its unreasonable and needs to be reversed.,-0.6,2.6
299,Bicycle infrastructure should be separate from vehicular and foot traffic,-0.4,0.4
300,Increased congestion poses a greater risk than the benefits from this pilot.,-0.8,0.8
301,I love it. Please do more.,0.6,1.3
302,Just make it all permanent!,0.3,0.3
303,These are a waste of time. I never see anyone using these lanes and they create additional traffic issues. Please discontinue this nonsense.,-0.8,2.6
304,thanks for doing this!,0.9,0.9
305,being physically separated from cars is a HUGE help to feeling more secure when I bike around town.,0.9,0.9
306,As a cyclist I find that the reduction of car presence greatly enhances my sense of safety.,0.9,0.9
307,"I have been verbally and physically threatened before for daring to bike downtown, so having the added separation is very helpful.",0.7,0.7
308,It's a great pleasure to feel that alternative modes of transportation are being supported and encouraged. The entire experience feels much more secure.,0.9,1.9
309,barrels and plastic obstructions > paint,-0.1,0.1
310,"I do not want to walk in the street, it feels more dangerous than walking on the sidewalk. Passing people on a sidewalk does not scare me re: COVID as much as walking in a street.",-0.5,1.1
311,"This is really great! Love to see neighbors out and about, it really increases the sense of the sense of community and ability to interact with neighbors too",0.9,1.9
312,"I'm not currently going downtown, but I know from previous experience it's tough to keep any distance while, for example, using the broadway bridge sidewalks.",-0.3,0.3
313,More protection from cars,0.7,0.7
314,Safer from cars,0.0,0.0
315,More congested traffic with closer proximity to moving cars,-0.5,0.5
316,"I think the issue on division is that its now very hard to make a left onto Catherine with the stop sign instead of the light. Also I think cars are less aware of bicyclists when turning right, thinking the traffic cones are just",-0.6,1.3
317,"I think the project is absolutely amazing. I especially appreciate the Division Street lane, but they're all great. Please keep them going!",0.9,2.8
318,Protected lanes are the only ones I feel comfortable with my kids riding in downtown.,0.9,0.9
319,I think this is a big waste of tax payers money. It also creates a traffic backup on Packard.,-0.4,0.9
320,These pilot changes are truly fantastic! I feel sooo much better on my bike on my Packard / Division route to and from town. ,0.7,1.5
321,"I often bike with my children (ages 8 and 11). I don't feel safe in regular bike lanes or in streets, and it is difficult to bike on busy downtown sidewalks. These projects, along with the protected bikeways on William (and soon on First) are great!",0.1,1.9
322,I love how pleasant it is to walk and bike. So many more people out! I also love that we closed streets entirely downtown - Main St should have always been a pedestrian mall.,0.5,1.7
323,I really don't believe this project has or will justify the expense associated with it. Too expensive and unjustifiable cost and inconvenience!!!!,-0.8,1.6
324,"Hate this. One bike was seen during my time crossing through town and young person riding it was nearly rubbed out as s/he ran the red light at Huron and Division, in the stupid bike lane. Ridiculous.",-0.8,2.5
325,"The pilot projects are not working.. and they slow traffic and are distracting. Also, please address the mess on northbound division from hill to Packard. This is a terrible design and idea",-0.7,2.3
326,"There are ongoing issues with cyclists and motorists understanding how this all works. Signage and education would be helpful. Delivery trucks parked in these lanes greatly decreases safety, especially for bikers going against traffic.",-0.4,1.3
327,I am confused about these projects. The Healthy Streets signage is unwelcoming and elitist and implies I shouldnt be on the street if I dont live there. I think something is lost in your message/intent.,-0.7,2.2
328,These are great projects!,0.9,0.9
329,I likely wouldnt bike downtown for fear of safety if there werent these barriers to protect me. I get more exercise because theyre there.,-0.1,1.2
330,I feel safer when Im the pedestrian and when Im the rider because its a specific lane with barriers so cars cant scoot over and accidentally run me over. If possible I would like to see more of these lanes and pilot programs.,0.5,1.0
331,I am both a walker and a driver. I think that blocking out two lanes on Packard is NOT a good plan. Please reconsider.,-0.5,1.6
332,The more separation from cars the better. Love these projects/ thank you!!,0.6,1.2
333,I live downtown and ride my bicycle. I see no benefit from this program.,-0.3,0.9
334,All of the Healthy Street Pilot Project areas would benefit from permanent protected bike lanes. In lieu of that the Healthy Streets Initiative is great!,0.4,0.8
335,"To be honest, I've biked around a bit the last several days downtown and I don't remember exactly which streets I wason. But overall the entire network feels more connected, welcoming, and safe.",0.2,0.5
336,"Without proper intersection setup, going straight in the bike lane can be dicey with cars not looking for you and turning right. Also, the cones are too sparse, cars drive into the lane to pull off, turn, etc.",-0.7,1.5
337,I rarely bike in Ann Arbor proper.,0.0,0.0
338,I don't feel comfortable biking in traffic,-0.8,0.8
339,"I feel that the bike lanes are not safe. Bikers and pedestrians are expected to follow the rules of the road (for example: stop signs, street lights, turn signals). Pedestrians are not required to take any road test to prove that they are aware of the law",-0.4,1.3
340,really poorly thought out and excuted project ... not professional at all,-0.8,0.8
341,"Avoiding other cyclists is still a problem, especially for pedestrians.",-0.8,0.8
342,"I only live a few miles from downtown, but I'm on a section of Packard that has no bike lanes. I would bike to work, Mallets Creek library, and shops and restaurants regularly if we had a bike lane, preferably protected, to Platt or preferably Carpenter",0.0,0.6
343,The Division St bike lane is amazing!! It feels so much safer to bike from downtown across the Broadway Bridge. The State Street/N University project is promising but drivers ignore the markings so it is basically unusable.,0.3,2.7
344,They are necessary. Bike users safety depends on having our space and not in car drivers mood.,-0.3,0.7
345,i just do,0.0,0.0
346,I have heard lots of positive feedback about the Division bike lane from cycling friends. So helpful! I personally LOVE the Miller street lane. More education is needed though. Many seem confused about usage.,0.2,3.8
347,The confusion this project creates is likely to directly cause fatalities.,-0.8,0.8
348,having to operate around barriers and cones almost makes it more difficult for biking,-0.9,0.9
349,Better infrastructure for biking and walking are needed.,-0.2,0.2
350,"I hate these road blocks. It has made commuting via car impossible and incredibly dangerous. Additionally, this project has caused my grades to slip (I am a U of M student) due to the new traffic patterns causing me to be late.",-0.8,2.6
351,I am a driver - this makes sense in downtown but not on Packard where I travel weekly. I have seen only an occasional biker in that area over the weeks of the project,-0.2,0.5
352,"I love the Miller-Catherine and Division St sections. I live on N 7th/Miller and (per-pandemic), commute by bike daily to UM north campus. These sections are always tricky and would require that I go on the sidewalk.",0.2,1.2
353,Any level of impedance to car travel makes cycling safer. The goal is to get rid of car traffic entirely.,0.4,1.0
354,Make some permanent. It's time to slow people in cars down going through downtown.,-0.2,0.9
355,biased questionnaire . need room for physical distancing during pandemic only,-0.2,0.5
356,"Ann Arbor is a city that was never designed for the amount of traffic. This is a very flawed survey that essentially ignores the needs of the driving community, which is by far a much greater percentage. I have lived and worked in AA for 30 years.",-0.4,1.2
357,I dont bike,-0.5,0.5
358,I stopped biking years ago because I was scared of the cars--these projects have gotten me to ry out biking again!,0.9,0.9
359,Bike lanes are mostly useless as drivers do not appear to understand the myriad of barrels. They make right turns without considering a bike many be approaching at speed. Backup of traffic on the Broadway bridge and south Main really annoys drivers.,-0.4,1.7
360,This is difficult to answer because there is less traffic now than typically(because of COVID). The car traffic adjacent to these healthy streets appears to have greater volume than before COVID because of only (1) lane being available.,-0.2,1.2
361,"Drivers are lesscourteous now that they ""have"" to use those lanes. The curbs are a nuisance for me when I am walking with my walker. I think they are a huge waste of money.",-0.8,2.5
362,"The Healthy Streets pilot program is scary. People don't know how to drive around bikes as it is, but here you make it more dangerous and confusing for drivers. Plus, more carbon in the air by cars!",-0.2,2.0
363,"Existing bike lines are far too narrow to use comfortably. I still use them, but I believe a lot of people who would otherwise feel uncomfortable could be encouraged to bike by wider bike lanes.",-0.3,0.9
364,"Biking in downtown Ann Arbor is dangerous because one way streets (like Division) encourage drivers to speed, and the terrible condition of paving adds to the risk or an accident. The dedicated bikeways make biking safer, quicker, and more fun",0.2,1.2
365,I use the one -way bike lanes on Ann and Catherine and feel safe using them. I dont think the 2 way bike lane on Catherine is an improvement.,0.0,1.4
366,Dedicated bike lanes are so much safer than sharing the road.,0.9,0.9
367,I have not used any of these projects.,-0.1,0.1
368,Protected bike lines make me feel more safe than those just painted on the road (painted bike lanes have been shown to be LESS safethan no bike lanes!),0.9,0.9
369,More distance from traffic,0.2,0.2
