id,comments,sentiment,magnitude
130,"i can see the advantage to the downtown streets baing closed, but the packard rd between eisenhower and platt closure is only causing traffic problems.",-0.3,0.3
131,"Packard (Eisenhower to Platt), and Division both need bike lanes permanently! Packard should definitely be separated, given the the speed of the cars",-0.2,0.5
132,"Creating artificial congestion on the heavily trafficked roads risks skewing your survey results negative, from the other roads where this experiment would benefit.",-0.6,0.6
133,Great idea on residential and less busy roads. Terrible idea for busy roads with fast cars,0.0,1.6
134,Blocking liberty and Washington had been hard for shoppers and retail business. Atleast they should have opened one way or one os the street liberty or Washington,-0.4,0.9
135,"I often bike, run and walk in Ann Arbor, but I am completely opposed to this project at this time. Our climate does not lend itself to yearround bike and foot commuting. Our population growth and community spread has created traffic congestion. Our roads are still in terrible shape. Cars and drivers are not going away. We must address road conditions and improved traffic flow before (or along with) any pedestrian/bike project. This seems like an effort to appease a very small number of people at the expense of a majority who simply want to be able to drive efficiently through town. As a lifelong Ann Arbor resident of 54 years, I have never thought...man, we need crosswalks (another well-intentioned and completely mis-managed project fwiw) everywhere and expanded bike/walk lanes at the expense of car lanes. On the contrary, Ive been much more concerned about increased traffic congestion and crappy road surfaces.",-0.5,4.8
136,"This program has created some benefits, but also a large traffic burden on those that have to use cars for one reason or another",-0.2,0.2
137,Love the closed blocks on weekends for more pedestrians and fewer cars downtown!,0.9,0.9
138,"I see a lot of angry comments from car users in the survey results already. This anger is the typical response from a privileged group when they are slightly inconvenienced. No doubt that these projects have slowed car commutes in some instances. However, I think we need to be mindful that the city is for people, NOT vehicles.",-0.6,2.4
139,Street closures on weekends for dining ok. Skip the rest.,0.0,0.3
140,The Main Street lane reduction in particular has caused a nightmare of traffic daily. I've been fortunate enough to be able to work remotely so I haven't had to enter it regularly but I watch it daily from my apartment window. Closing all the closest detours to the construction on First street has also caused lots of issues with traffic and confusion in getting around on that side of town.,-0.2,2.5
141,"Thank you so much for expanding this bicyclist/pedestrian infrastructure. I can imagine you will be receiving many disgruntled comments and feedback from motorists but the truth is we need more of these kinds of projects. I hope they're permanent, there's no way we can move into a sane, sustainable future if we don't prioritize bicycle/pedestrian/public transportation infrastructure.",-0.1,2.3
142,The Packard from Eisenhower to Platt has made our commute terrible. This is a major artery through which many commuters travel. Reducing the available lanes causes more car pollution as the vehicles are backing up. We are not seeing any increase whatsoever in bicycle or pedestrian traffic. Please do not adopt this as a permanent change.,-0.6,3.1
143,"I would urge the city to reconsider spending so much money on bike lanes when it is trivially easy as a biker to just bike without them. As someone who routinely bikes around Ann Arbor and has done so for years, it is simply not an issue to bike without bike lanes (how do you think people in towns/cities without dedicated bike lanes bike? They do so without issue). If making dedicated bike lanes did not decrease car lane availability (like how Vancouver, Canada does it), then sure that's a great addition to our city. But the way Ann Arbor is doing it it decreases the car lane size significantly at a time when more and more people need to drive into downtown from far away for their commute (since they cant afford to live in Ann Arbor)",-0.1,2.7
144,Stop doing all of this. The only thing it does is make traffic worse and more stressful for drivers. There is no need for any of it.,-0.5,1.7
145,"I hate this project and it needs to be ended as soon as possible, There are near constant accidents almost every day, in particular on Division and Main. Division is the ONLY route from Ann Arbor to northern ann arbor and the healthy lane which absolutely nobody is using is causing massive problems. Ann Arbor is not just downtown. In addition, the UM busses can not navigate the streets with these lanes blocked off. Some don't even know which side of the barrier they are supposed to be on, If you want to bankrupt downtown business, this is the way to do it as you have now blocked off access to downtown for anyone who doesn't live downtown. Using neighborhood input to see which streets should be ""healthy streets"" just created blocked off neighborhoods where people will never use the healthy street lanes, but don't want traffic -- which is ignoring the signs and just going through anyway. It's worthless. It's the stupidest urban planning project I have seen anywhere in my 60 years.",-0.6,5.3
146,"Nice first effort but needs better communication and rollout, like with Williams St Bikeway, and also do it in the summer rather than fall! Bollards are way better than construction barrels.",0.2,0.7
147,"As a cyclist I've had a positive experience with this project, and applaud the city in making such a bold move, but I also understand that they've created a headache for rush hour traffic in some areas. I'd like to see some other configuration that can be beneficial for drivers and bikes. I love that the speeds have been reduced and cars now travel closer to the actual posted speed limits. I'd like to see that continue but with the ability to move rush hour traffic through signaled intersections. Of all of the projects, the Division installation seems like it could be permanent if you stopped at the Broadway bridge and developed a better transition to the bridge walkway for cyclists. I commute from Golfside & Packard and would use a Packard bikeway almost daily if available. Thank you.",0.4,2.9
148,"Only that there need to be more free all day parking options available. I appreciate the space to social distance, but it has taken away a significant amount of parking, and with students back, all day parking is almost impossible to find. I work in Kerrytown, and need to be able to park all day for free.",-0.2,0.7
149,This project is a terrible idea.,-0.8,0.8
150,Create surveys that are not biased.,0.0,0.0
151,"Those changes that back up traffic because turning (especially left) is made more difficult should be removed. The extension of changes to Division to include the Broadway Bridges is misguided. Traffic leaving town is held up, and turning onto the Broadway Bridge over Depot from Carey Street has been made more difficult. Today, I saw a biker leaving town. But he/she was actually in the traffic lane rather than using the pavement lane blocked off for biking! Moreover, there is a fairly-wide sidewalk over the Broadway Bridges, so a concerned biker could have already been using that.",-0.5,3.3
152,Please expand this project! Please keep the streets blocked off permanently now!,-0.3,0.6
153,How are you supposed to make left turns when you're in the bike lane?,-0.5,0.5
154,"This program is horrible. It not only makes Ann Arbor look awful cluttered with cones, it is also dangerous. It is impossible to turn from Keech to Main St or any other street for that matter. Cars are driving recklessly to try to make the turn before the next stream of congested traffic comes along. This is NOT SAFE. Remove this project. As a biker and walker, I have not used these lanes once. I do not feel safe in the lanes designed FOR CARS. Bikers and walkers do NOT pay road taxes; vehicle drivers do, so we should NOT be using half of lanes for non-paying customers. Please STOP THIS PROGRAM.",-0.7,7.5
155,I love this program I hope it becomes permanent.,0.9,0.9
156,"I am concerned about the rush hour when driving, as outbound Division traffic has historically backed up from the light at Maiden Lane across the Broadway Bridges and up Division. I have a hard time envisioning a one lane street on Division for a prolonged period.",-0.6,1.3
157,I really appreciate the city trying this out and valued being able to get all the way across the city with my kid in a trailer feeling perfectly safe. I hope that these lead to filling in gaps in our bike infrastructure so biking feels like a real option for everyone and so people and families can use their bikes to go downtown.,0.9,1.8
158,"I'm also a car driver. And I have not experienced any problem driving on the streets where these pilots are located. One travel lane each way works great, even when I drive during what used to be peak periods (morning or evening rush hours). Making better accommodations for bicyclists makes it safer/more comfortable for me as a pedestrian, with zero negatives to me as a car driver.",0.7,2.8
159,Outdoor physical distancing is a very minor concern given low rates of outdoor transmission. Masks are enough. Encounters in motions are of extremely limited duration.,0.0,0.7
160,I've also driven these streets and I didn't experience any slow down or inconvenience.,0.8,0.8
161,"This program has not been well thought out or communicated to the public. Is it legal to arbitrarily close public streets? How will closing or limiting access to neighborhoods affect housing prices? The closure of Packard is ludicrous--it is a main thoroughfare for the city. While current circumstances present the opportunity to monkey around with the streets, we will not be in this situation forever so any data obtained will not be relevant when things return to normal.",-0.4,2.4
162,"I experienced the changes on Division as a driver passing through. As much as I like the idea as a biker, I don't believe doing this long term will benefit AA in general. Your pilot will not give you accurate data, because during your pilot period we have much lower traffic volume due to covid: e.g., public schools not in session, fewer UM students on campus; and no winter weather impacts. If you make this a permanent change without further testing during more usual traffic conditions, you will have a big traffic bottleneck mess and many unhappy drivers.",-0.5,2.0
163,The involvement of Main Street and division is limiting access to Ann Arbor and hurting local business.,-0.7,0.7
164,So many of the city projects seem to contradict common sense. Why are you combining a bike route and a designated truck route? Why is a bike lane appearing on Catherine at Detroit without advance warning to drivers? Why is the bike lane sandwiched between a thru lane & a right turn lane at Catherine & Main? (Confusing as Cyclists are posting on ND about who has the right of way.) Why do we have a new bike lane being created on First between Miller & Kingsley (into the flood plane) if the proposed bike lane is Miller? Trees are being cut down for this bike lane that will likely be hazardous due to the amount of silt that accumulates at the Intersection of First & Kingsley. A standard street sweeper will have difficulty operating in a bike lane- so how do we maintain bike lanes? Why was the only traffic survey at Kingsley and First laid out midweek during the early days of the CoVid shutdown? This cannot be good data. I am For aThoughtful gridof bike lanes to support safe cycling.,-0.4,5.5
165,"Why are you not also asking about the effects on drivers with this survey? As a driver, I don't mind the Division Rd lane reduction, although my husband reports (as a biker) that delivery vehicles are constantly parking in the bike lane; making the benefits of the bike lane moot. Also, is the R lane reduction on Swift to Broadway part of the pilot program? If so, its creating a significant traffic back up with the morning commute (cars lined up past the railroad; takes 10-15 minutes to reach light); and this is just with a quarter of the commuting",-0.4,1.7
traffic,due to pandemic and also due to Barton Dr construction. Not working on that stretch.,-0.4,0.9
166,I see ann arbor will soon be auto free. Having mobility issues i cant bike. I feel i am being shoved out of downtown area so will no longer be able to shop there,-0.5,1.7
167,This is not an honest survey. It's just propaganda for unused bike lanes.,-0.7,1.5
168,"These efforts are a great start, but I want to see full-on promenades, especially on Main between William and Washington! Or even East Liberty!",0.3,0.7
169,"I walk and drive in Ann Arbor. I have lived on Mosley St for 33 years and I am VERY upset about what is happening to the streets around my home. I HAVE to drive places and it has become increasingly dangerous. Cyclists and runners DO NOT observe traffic rules. I drive a truck with limited visibility and large blind spots. Let's just say, I have nicknamed many as the Ann Arbor Suicide Cyclists."" Not only that, but as a local inhabitant, it is not Main st that I have EVER chosen to walk on. Now I will be using those that I did like to walk on to drive as Main St is becoming increasingly impassable. Rather than face the terrible back ups on Main St right now, I will instead be using 7th St and the smaller streets in my neighborhood, which I previously avoided because they are narrow and a slightly longer route. Also, how can it be called ""Healthy streets"" to walk alongside stalled and backed up traffic and breathing all that exhaust. Main St was certainly not a good choice.",-0.4,5.2
170,Good job. I know a bunch of people are experincing constirnation about these plitos but I like them. Reminds me of europe.,0.5,1.8
171,"I just discovered the Jewett Healthy Streets initiative this weekend, and honestly, I don't understand why this street, which has a light to assist with crossing or turning left onto main drag Packard was chosen. Why not Rosewood? Jewett was finally nicely resurfaced and speed humps installed just within the past few years, and now cars are not supposed to drive on it? Also not fond of the bottleneckcreating South Main healthy street configuration, especially when there are sidewalks available for pedestrians.",-0.5,2.2
172,The way the temporary lanes are marked with the orange and white poles look like construction areas. I have seen quite a bit of confusion from drivers with folks moving into oncoming traffic where turn lanes used to be. Perhaps more signage to explain what is going on could help?,-0.4,1.3
173,"Decreasing traffic congestion by opening up major streets, will go a long way to increase safety for pedestrians, bikers and drivers.",0.0,0.0
174,This a ridiculous waste of taxpayer money,-0.8,0.8
175,"By far the main mode of transportation in Ann Arbor is driving vehicles. Let's make driving as safe and simple as possible. This is what adds to the safety of Ann Arborites. As a person who drives only 3,000 miles per year, I have no problems with getting around town safely and comfortably without the healthy streets project. I actually find the healthy streets project makes me feel less safe.",0.5,2.5
176,"I feel like the streets changes were very much like the ill advised firing of the city administrator in that they were undertaken virtually in secrecy, and certainly without any fanfare nor vigorous solicitation of public opinion. Like the city administrator mistake, and in keeping with out recent electoral results, these decisions should be halted, curtailed, and/or minimized. Where was the public support? Where IS the public support?",-0.5,2.3
177,"In general, I like the pilot. We need protected bike lanes. In many cases these can be paired with sidewalks, so you have a combined walking biking set of lanes that are protected from the street but not each other, facilitating use of Snow Buddy type snow clearing.",0.2,1.2
178,I would love to see these changes made permanent. I would also love to see agreements made with Pittsfield township and Ypsilanti to put bike lanes on Packard for the entire length,0.7,1.4
179,"Given what we now know about the usefulness of masks, the idea that we need to continue to maintain social distancing at ALL times is an idea of the past. And, in my opinion, we need to recognize that most people still use cars as their primary means of transportation -- to take away lanes that have been traditionally used for cars on Ann Arbor's primary thoroughfares will only add to downtown gridlock once we return to pre-COVID traffic volumes.",0.0,1.1
180,am not much concerned with covid distances while biking,-0.6,0.6
181,"Thank you so much for doing this project. My spouse & I use bikes for all our travel around AA with a few exceptions such as transporting large loads. We live near Packard & Platt so the Packard road changes are particularly helpful. We hope that this project will encourage more folks to walk & bike both for essential trips & recreation. Many friends have not done so in the past as they do not feel safe. I only hope that getting it in place now instead of earlier when the weather & school not in session would have encouraged more folks to get out & become accustomed to it. Now I am concerned that usage numbers will be lower, thus reducing the success of the project. I would like to see it become permanent. If it needs to be removed for the winter, I hope putting it back as a pilot in the spring is a serious consideration. I also suggest consideration of reducing city speed limits to make car use less appealing, reduce accidents, & reduce the need for some kinds of barriers. Thank U!",0.2,5.9
182,"I am more interested in the reasoning behind closing streets outside of downtown area such as Chapin, Sunset, Arborviewetc. there is more than enough room on these streets for walking and cycling and closing them has been an inconvenience and in some cases hazardous for drivers. The closed signs have been mostly ignored and on Chapin there is going to be an accident off of Huron!",-0.6,1.8
183,"I live on a dirt road in Ann Arbor and I pay plenty of taxes. If the city has (my) money to spend on something I will never use, maybe they can spend (my) money on paving our streets. I noticed today that we can afford to repave the bike lanes on Miller Rd, but apparently we are to impoverished to spend (my) money on repaving the part of the street I use.",-0.5,1.7
184,It doesnt make sense to pilot these driving lane closures when traffic is so light due to COViD and people working from home along with AAPS being closed. This will be a traffic nightmare when we have in person school in the district. Anything that is being considered as a permanent change needs to be piloted during normal traffic. Small local businesses are already struggling and making it more difficult to drive thru town only promotes more purchases from Amazon etc,-0.6,2.7
185,I believe the intallation of the lane restrictions especially along Main between Pauline and Stadium and Packard from Eisenhower to Platt have actually increase the likelyhood of traffic accidents with little or no benefit to pedestrians or cyclists.,-0.4,0.4
186,"I said much in my previous comment, but I would like to emphasize how much these changes, compounded with the other changes that have already occurred/are occurring downtown have completely butchered the viability of the roads for reasonable travel in a motor vehicle. I am a very left-leaning person and pro-environment, but I see no scenario where the thousands of people that have to commute into, out of, and through town every day spend longer on those commutes is good for the environment. Perhaps some few cars are off of the roads if the cycling is that much better, but it is just not a viable or feasible option for many, including myself. As a frequent pedestrian downtown in spare time, I have had no trouble maintaining social distancing as I travel, except in the instance on the weekends when crowds pack both the sidewalks and streets when they are fully closed. As this is fully independent of car lanes being used for pedestrians and cyclists, it does not seem relevant.",-0.3,3.1
187,"I am in favor of these initiatives, as an avid runner, walker and -- when I was working in an office -- bike commuter. I am concerned that the way they've been implemented are giving ammunition to those against ceding any portion of our roadways to non-motorized traffic. The worst implementation is South Main, which I initially defended because that stretch of road is not bike or pedestrian friendly. I have to wonder whether the goal is to make people hate it. Anyone turning left creates a bottleneck. Going south on Main, you can't access the left turn lane to Stadium even when it's clear because the center lane is now even further backed up with the elimination of the right lane. I had to sit through TWO light cycles to try to turn left for this reason last night. And this is with low traffic volume. It also appears scarcely used, probably because it's not clear what it's for! It looks like prep for construction. Reconfigure or eliminiate this, ASAP, please.",-0.5,6.3
188,"I personally have not used any of these bike/walking paths and instead have found them incredibly frustrating and ineffective, alongside many other residents of Ann Arbor and students. Rather than promoting additional space to walk and/or bike (which no one has been using because the sidewalks have been more than sufficient), this pilot project has increased traffic and delays commuting to downtown and other areas around Ann Arbor. The cones have also been placed very narrowly in a manner that does not allow for appropriate space to drive. I would advocate for removing these cones all across the city, especially as fall/winter is approaching and driving will be impeded by weather and snow, which will make traversing through this obstacle course more difficult. I would very kindly advocate for the elimination of these cones and barriers, opening up roads again to residents of Ann Arbor who are trying to drive safely and effectively through the city.",-0.4,2.2
189,Resume this initiative in the spring please. Theres needs to be more time to educate the public and allow people to use it!,-0.3,0.9
190,Keep improving the program! We need more!,0.8,1.6
191,Get the barrels out of the roadway. I see thousands of cars on the city streets everyday. I see maybe a dozen bikes per day.,0.0,0.9
192,The population density in Ann Arbor does not warrant these street closures. It is harming the economy of the town.,-0.8,1.6
193,We need to maintain an automotive route through downtown ann arbor to prevent gridlock. Cyclists routes should be placed on less heavily traveled roads than division.,-0.3,0.6
194,"Please ask this survey again, but ask about all pilot locations and ask about the opinions of car drivers. I bike, walk, and drive a car in this city - but it feels careless to ask me my thoughts on some aspects of the experience and not others. I'm concerned for the safety for ALL travelers (bikers, walkers, and drivers) at the Pontiac/Swift/Wright/Broadway street intersections. Drivers are routinely confused by the one-ways and the lane changes, and I'm regularly on my guard for cars, bikers, and walkers all doing stupid things to cross these intersections. The proposal and temporary solutions are even more treacherous for all involved -- walking, biking, driving.",-0.4,2.0
195,Drop the construction zone feel. It just looks like a barricade.,-0.3,0.7
196,"Why is the right lane on Pontiac Tr and Swift St. closed? It makes no sense. The road is wide enough to accommodate the amount of bike traffic. As a biker, I have never felt crowded or in danger.",0.0,3.1
197,"I would really like to see more protected bike lanes. It provides opportunities for families who like to cycle but are afraid of sharing the road with cars without a protective barrier. Also if our goal as a city is to become carbon neutral, biking is one of the easiest, cheapest ways to achieve this goal. If you create the infrastructure for it, many people will use it. Especially with how much electric bicycles and electric scooters have advanced in the past couple of years. Ann arbor is the perfect size for a bike-friendly city and it is relatively flat. Many other cities across the world with our similar climate are doing it https://copenhagenizeindex.eu/.",0.2,2.3
198,When will the streets be re-opened for safer flow of traffic and lessen the likelihood of wrecks or pedestrian injury due to automobile accidents?,-0.2,0.2
199,"I came here to leave feedback about the Healthy Streets project from the perspective of a car driver who commutes into downtown Ann Arbor, but all the questions are directed towards cyclists and walkers.",0.0,0.0
200,Stop Californicating the City of Ann Arbor!,-0.8,0.8
201,"As a long time resident (35 years), I have seen our roads widen and car traffic increase. I would love to see these changes made permanent. This would send a very clear message to all the cars that come into the city, especially on game days, that pedestrians and bikes are top priority. It may also encourage ride sharing, and adherence to posted speed limits.",0.4,1.6
202,Please stop this ridiculous plan. Build real bike lanes if you are serious.,-0.3,1.0
203,"1. a BUS STOP SHELTER on the CORNER OF PLYMOUTH AND UPLAND would greatly improve ridership of the AATA. 2. The sidewalks on Plymouth are already great as well, no dedicated bike lane needed.",0.2,0.8
204,Thank you so much for piloting these projects. I think they are very valuable and hope to see them installed in a more permanent fashion,0.9,1.9
205,For the section of Packard from Eisenhower to Platt: I love this section and it makes my commute WAY BETTER!! But this section is not well-marked as a bike / walk lane. The orange barrels and few signs make it look like imminent or ongoing construction. I have talked to many bikers who continue to bike on the sidewalk because they don't realize it is a bike lane and many car drivers to think the barrels are up for construction and that I'm biking through a potentially dangerous construction zone. Can we improve the signage?,-0.1,2.7
206,I'm glad we're doing something with Division; northbound cycling to and over the bridge was harrowing. And I loooove the closed off State/Liberty/North U zone.,0.4,0.8
207,"I would strongly support keeping the expanded walking/biking lanes throughout the year while there are Covid restrictions, and if possible, forever!",0.8,0.8
208,"Please share the costs, benefits, and science behind this program.. I am happy to support it if a net positive to society and a reduction in the carbon cycle can be proven. Given the many idling cars and the several near accidents I have witnessed, count me as a skeptic who hopes I am wrong.",0.0,1.9
209,"Most of these expanded protected bike lanes were not planned very well. The bus stop is on the other side of the bike lane, so big ramps had to be put in for accessibility. These are effectively large speed bumps for cyclists. The cyclists going North on Division have no traffic signage to indicate they're approaching a 4 way stop. No signage to indicate that cyclists need to stop at all at these intersections. Parking was removed on Catherine street to make way for this bike lane. Parking is already limited for residents without off street parking. Most of these houses have multiple tenants with very few places to park. And residents that live on Ann St can't park there because it's reserved for city employees. You're trying to force people to use other modes of transport, but the fact is most people still need a car to reach places outside of the immediate downtown Ann Arbor area.",-0.4,5.2
210,"If I had a second vote for best improvement it'd go to Packard between Eisenhower and Platt. You can't bike through downtown to downtown businesses if you can't get downtown in the first place, and routes from the east side are lacking compared with the west side.",-0.3,0.7
211,You cant fix STUPID!,-0.8,0.8
212,"Honestly, just keep installing more bike lanes and filling sidewalk gaps. I say this as a person who still drives an awful lot but works prefer to bike instead. If you make it easier for outdoor to bike and walk around, they will come and we will all be better for it.",0.0,1.2
213,Thank you for your efforts to make Ann Arbor more sustainable.,0.9,0.9
214,Please reconsider the vehicle traffic patterns. Cars are safer for social distancing. Thank you.,0.3,2.3
215,"See my comments above. This was an ill-conceived, badly-designed, and mechanically-implemented program. It has pretty muich failed, as well, in that the blocked street lanes are not used by walkers and bikers.",-0.5,1.7
216,"Shutting down portions of Main, Washington & Liberty to create pedestrian zones for dining and distancing makes absolute sense.",0.4,0.4
217,Why is there still no bike lane on Eisenhower between Packard and State?,-0.7,0.7
218,Please reconsider. I cannot tell you how strongly I hate what you've done with the roads downtown.,-0.7,1.5
219,Please see above comment. Better signage would improve outcomes,0.0,0.2
220,"The bike lanes need total physical separation like the b2b. On campus, everyone drives. The high rises bring more drivers, not fewer. Students all have cars if they can afford the high rise prices. They park on the west side of town and the cars sit a long time in front of people's homes, but are not neighborhood cars. Do not bring more living quarters into the west side.",-0.3,2.7
221,"Several of these projects have created significant traffic snarls which would be even much worse if implemented at normal (pre and post pandemic) traffic levels. Any data collected will significantly underestimate traffic problems. Just a couple of obvious problems: 1) Packard is a major route. Slimming it to one lane each way would cause immense traffic backups at rush hour, both on Packard and on Washtenaw, the alternate route. It has also already caused drivers to cut through neighborhoods at too-high speeds. And bikers have sidewalks; part of which are bike paths. And the barricades are too far into the bike lanes to properly use anyway, borderline dangerous at fast bike speeds. 2). Miller at Main needs a left turn lane at normal traffic volume rush hours. 3) the Broadway bridge has already backed way up in several directions even now during the pandemic. These are just a few of the many problems.",-0.4,4.9
222,"Keep downtown Main St. shut down during weekends. Same with State and Liberty. Dangerous conditions have emerged on S. Main, past downtown, heading towards the Stadium. Traffic is now very congested and testy with the closures. People are making risky moves to negotiate the backups. I've seen incidents between vehicles and other travelers. S. Main is a major thoroughfare connecting a densely packed downtown with suburban areas, as well as drivers from Metro Detroit. Until mass transit and more housing can be built in Ann Arbor, major car-based arteries must remain usable and safe. I also have concerns with the Packard project. Similar incidents there as well. People use cars because Ann Arbor contains employers, but it does not provide housing for employees, or reliably adequate mass transit. (Busses are not enough, since they're mired in the bad road conditions.) I hope someone looks into this before people get hurt.",-0.4,5.5
223,My family has really loved the closed streets downtown. We have created a new tradition of going downtown as a family by bicycle for dinner and a stroll.,0.6,1.3
224,These have been so helpful to slow cars down. THANK YOU! My only complaint is that the barrels look bad. Can we make them permanent bollards?,0.4,2.1
225,"The Division street project from Huron to the intersection with Maiden Lane is a bad place for a lane closure. The sidewalks in this area And particularly across the bridge are wide and infrequently trafficked, but closing the second lane to vehicle traffic has severely congested one of the main arterials out of the downtown area. As a resident of the north side of the city, the Broadway bridge is one of the only ways I can access the rest of the city, and increased congestion here has impeded my ability to do so. I think a lot of the adaptations the city has done for COVID-19 safety are great, like the weekend closures of streets downtown, and the other healthy streets projects. However, the restriction across the broadway bridge is unnecessary for social distancing.",-0.2,3.2
226,Please make the bike lanes permanent!,0.0,0.0
227,This project has impacted people who take buses and/ or drive----why is there no evaluation of the impact of this change on these folks. A little one sided in the feedback collection--not sure why the overall impact of this change on al transportation is not being evaluated. Some of these changes have made driving harder- More Information on safe driving with bike lanes is needed. I am not sure of the R turn etiquette with bikes lanes--i see all kinds of things happening---would like this to be clearer. How much distance to allow a bike that is approaching in the bike lane when you need to make a R hand turn thru the bike lane. This is the practical info people need to learn to diver safely around bikers. Happy to see more bike lanes-- wish i understood the overall bike and driver transportation assumptions used to make these bike lane pilot decisions and the overall evaluation criteria.,0.0,3.1
228,"All these questions are about biking. Why aren't you asking about the impact on automobiles? Some of these temporary measures have created dangerous intersections. Try driving westbound on Kingsley from N. Ingalls. When you get to Division Street, the light isflashing, cars are coming from only one direction, bikes may be coming from either direction - and fast, pedestrians may be crossing traffic or bike lanes. There is too much of a risk of accident here. Not well thought out.",-0.4,3.2
229,"The Division lane being two-way, on a one-way street, was really handy. I was biking children back from Fuller Pool to the Old West Side and took Division south, which was by far the best north/south option we had. I'd love to see more streets in Ann Arbor, including residential streets, be one-way with a two-way bike lane.",0.6,1.8
230,"End the stupidity of ""programs"" like this for ever.",-0.8,0.8
231,Because Division St is a one way street will there be two way bike traffic? There needs a safe way to go north from downtown.,-0.3,0.6
232,"I am curious about the change from red yellow green street lights to the 4- way stops. Is it to also slow down traffic? How's that working during rush hour.... You should add 4 way stop sign signage. I would consider Division & Fifth as major North south arteries for traffic. For now with Covid the reduction of Division seems manageable, but if we get anywhere close to the traffic levels pre-covid I think the back ups will be pretty awful....there are other streets for bike lanes that may be more appropriate- 4th avenue maybe?",-0.2,1.2
233,firstly it would of been good to let car users know about the layout change - it at first through me off (Miller between 1st and main street. Also with no left turn lane for Mille rot Main and Miller to first I think there will be a large number people jumping lights duet backed up traffic I have already had to sit through a number of light changes just to get over main street on Miller due to people turning left. I think a good idea would be to change the light pattern and have east and west go separately - hope this makes sense. ,-0.2,1.0
234,It is unbelievable to me that the city would inconvenience tens of thousands of vehicles a day for a program that has so very few users. Please stop this misguided experiment.,-0.6,1.3
235,"""Which best fills a need to navigate downtown?"" question is limited by being able to answer only one, none or all. I would have liked to answer with more than one but not all, but was not able to do it. So I didn't answer that question.",-0.3,1.9
236,"The zone on Packard/Eisenhower is a bad idea. It's not needed and creates unnecessary backups Westbound at Platt. Having to wait thru multiple cycles of the traffic light because there is only one lane WASTES GAS and PRODUCES EXTRA CARBON DIOXIDE. Those who set up these zones should be cognizant of the science. When you restrict auto traffic you create more pollution and waste fuel. There is no reason to restrict lanes on Packard. There is plenty of sidewalk space that can be used and plenty of space on either side to go around someone ahead of you on the sidewalk. I have not seen cyclists in the road, as there are too many driveway openings.",-0.5,5.6
237,I hope these will be permanent,0.8,0.8
238,"This is a failed experiment. Not only do I not feel safe riding or walking in the street, but I don't think anyone else does either. I have not seen one walker or biker using these street lanes. Instead, every bicyclist and pedestrian I see is using existing bike lanes or the sidewalk. Meanwhile traffic is backing up a quarter mile at lights causing frustration, road rage, and extra carbon emissions from idling cars. In addition, these empty blocked off lanes look terrible, like we are living in a trashy construction zone all over the city. I am embarrased to walk, drive and bike around my city. Please end this pilot.",-0.4,4.1
239,I think this whole project is a waste of time and money and it should stop. Packard from Eisenhower to Platt is especially foolish. Only exception is the closing of downtown streets for outdoor dining.,-0.5,1.8
240,"I think this project is overkill. Most of the major routes already had (uni direction) bike lane, all that needed to be done was put up pegs to provide some separation from traffic. Now as a biker, I have people that walk in what used to be a solely dedicated bike lane and have to worry about being hit by a biker or skateboarder that is moving the opposite direction (before they would be on the other side on the street) As a driver, this has made intersections much more complex, with blind spots in areas that used to not have them. Many drivers might be visiting Ann Arbor and the setup is strange and confusing for them and local. Meanwhile, the only reason there is not currently major traffic jams and backups on Division is due to reduced commuters from Covid Work-from-homer's. These lanes take away curbside access from different spots, making it harder for the disabled to board buses, or get deliveries I feel less safe both biking and driving in downtown Ann Arbor than ever before",-0.4,2.8
241,"The South Main project area is a nightmare. Traffic is always backed up (even during a pandemic) and I have yet to see a pedestrian use the space. Even though UM football will not have spectators, they will still be visiting the city. The traffic, if this is continued, will be horrendous.",-0.4,2.4
242,"most important to develop better expectations from motorists and cyclists about how to coexist and share downtown streets. I like the emphasis on creating vibrant street life. love the fifth avenue area around kerrytown. It seems like first avenue may be heading the same way - i hope so. looking forward to the ""greenway"" joining the stadium area to the north main/depot street area. hope for connectivity between Huron River Drive, Bandemer Park, and the greenway.",0.5,3.4
243,"I think this project should be ended immediately especially on Division - Broadway since all it has done is promote traffic congestion at the end of the work day. If you free up traffic, less pollution will be emitted from those vehicles.",-0.2,0.9
244,all of us who've lived here for decades feel the city has been ruined. and no one is going to walk or bike from brighton because you made driving damn near impossible.,-0.7,1.5
245,"A bike path on either side plus a left turn lane in the middle would greatly improve the experience on S. Main for cars, possibly enough for them to not mind it! S. Main is admittedly a bottleneck for car commuters during peak hours and left turns on Main can really cause issues.",-0.3,0.9
246,Thank you so much for making these happen. I really appreciate your efforts.,0.9,1.9
247,This is FANTASTIC... please keep it if car traffic at rush hour is able to remain manageable (not backing up more than a cycle),0.9,0.9
248,Make the pilot projects permanent!,0.4,0.4
249,"In addition to my concerns about traffic flow, risk for accidents, and seeing very low use of lanes, this project also decreases needed street parking used by residents.",0.0,0.0
250,"No, thank you for experimenting to help transportation challenges in our city!",0.3,0.3
251,"This is a crazy idea. A solution in search of a problem, and worse creates a new problem. I drive around in snarled traffic due to lane closures and see NO ONE using your increased space. Please end this program and fire whoever thought of it. Its incredible that were spending money to implement this ",-0.2,1.7
