id,comments,sentiment,magnitude
153,Get rid of them until weve addressed both road quality and improved traffic flow. Then explore projects like this.,-0.3,0.6
154,Open up Packard at Eisenhower and platt,0.0,0.0
155,"I think this project would be much better if you closed streets THAT ARE NOT MAIN THOROUGH FAIRS! I can't believe you added this much congestion, on purpose. Magical thinking is believing closing streets, main streets, will make cars go away.",-0.4,1.7
156,At first I stayed out of the Miller/Catherine space because I thought it was a construction zone connected to the 1st street or Kingsley construction,-0.1,0.1
157,"This seems like poorly thought-through symbolic gesture that does little to address Ann Arbor's real transportation needs. I am a regular commuter cyclist who does not support this pilot at all. I am all for more pedestrian friendly streets, but you also need reasonable traffic flow also makes a city more livable. You need actual, real public transport that serves the 80,000 commuters (who commute because they can't afford to live here) FIRST. Then you can do the 'nice' (and easy, and symbolic/feel good) 'healthy streets' stuff, especially on these major thoroughfares. This pilot is creating backups on what would otherwise be relatively quiet streets right now. Idling traffic is a major source of carbon emissions. ",-0.1,3.7
158,The non-downtown projects (S Main and Packard/Eisenhower) have a lot of barricades the prevent cyclists from traveling safely through the intended lane (too often need to swerve onto the sidewalk or into the motor vehicle lane),-0.5,0.5
159,"You might as well just close all traffic a mile out from city center. That way nobody can get hurt by a car. Of course there are more car accidents there are 1000x more cars than bikes at least. We have a ton of beautiful parks with beautiful biking trails, way better scenery.",0.0,1.7
160,Dont do packard Eisenhower to platt. I take that route every day to my mom's and see few if any bicyclists. And to then sit in backed up traffic makes no sense.,-0.3,2.0
161,closing of main street on the weekend has a hugh benefit. Limiting big streets like south main or Packard is not very helpful. Traffic is backed up and almost no people or bikes are using either the sidewalk or the additional lane.,-0.3,1.3
162,"Division: Great idea to try to build a contiguous connection through lowertown, but... - Carey St. needs to be permanently closed; there's no other way to make that intersection safe for all users. Sight lines were already bad, but with bidirectional traffic in a bike lane, there's yet another place for turning cars to fail to look. I tried using the bike lane heading toward downtown, and was more scared to ride in it than ride in the southwest-bound car lanes with traffic. - Swift: go look at it. It's a joke. Maybe putting unidirectional bike lanes on either side would've worked better than attempting a 2-way cycletrack when there isn't space to have one. - Connections to Broadway & the Plymouth Rd. side-path. This is a critical link and no attempt was made to improve it. Packard (Hill & State): heading northwest, nothing's changed, the ""bike lane"" is still a lousy narrow strip of paint in the door zone. Remove the parking. I have more thoughts, but I'm out of space!",-0.4,6.4
163,"I would honestly eliminate all the bike lanes. Biking was never a big problem before putting these lanes in (Ive been biking in Ann Arbor since 2014). All these lanes have done is reduce car lanes and worsened traffic for the times I need to drive downtown. This also feels a bit odd to do since bu definition only able bodied people with bikes can use the bike lanes, which seems to completely ignore those who are disabled or in some way unable to utilize the bike lanes.",-0.6,2.4
164,"Build wider sidewalks, complete and expand the border to border trail, but stop junking up traffic in this town! This entire project is so stupid. Pure Ann Arbor.",-0.1,1.3
165,I would eliminate all of them. All its doing is causing traffic backups and increasing carbon emissions in those neighborhoods.,-0.6,1.2
166,"on miller, when the safety lane ends, there needs to be a better way to get back to the opposite side of the street if needed",-0.6,0.6
167,On Catherine and Division Ive seen delivery trucks parking in the bike lane. Companies like Amazon and UPS should be told to park elsewhere or face tickets.,-0.3,0.6
168,"All- use real bollards and better signage rather than confusing construction barrels. Most people don't understand these are bike/walking areas. Division - do a one way heading north, and do a separate bike lane south on 5th, with bollards for both on opposite sides of the Broadway Bridge.",0.0,1.0
169,"More signage about the project. Using non-construction materials, bollards instead of barrels, or different color barrels if such a thing exists. It application just looks ugly and I think many people not in the know assumer it's construction.",-0.4,1.3
170,"I think more free parking needs to be added back. I like the idea of having space to social distance, but it took away a lot of our areas parking options, and that makes it difficult to find all day parking if you work in the area like I do. I work in the Kerrytown area, and it has become increasingly difficult to find parking.",-0.5,1.6
171,I think it would be best to put Main Street back the way it was years ago with a turn lane in the center north and south lanes on either side and then have room for a bike lane on either side that would give a bike lane for the bikes and also an area for people to walk a bit in the street for social distancing,0.0,0.0
172,Thumbs down,-0.8,0.8
173,"Again, why is it assumed that we would want them? Create a bike lane, make sidewalks user friendly but stop with the healthy streets.",-0.4,0.9
174,"Division, Miller/Catherine",0.0,0.0
175,EXPAND THEM!!!!!,0.1,0.1
176,I would decrease the width of the lanes to promote better traffic flow and still be able to utilize the lanes for biking or walking.,-0.1,0.1
177,"Streets need to be paved! And on division, are those GIANT speed bumps (I think they're for the bus?) staying?",-0.4,0.9
178,"Packard from Eisenhower to Platt is a little difficult to use with the spacing of some of the barriers, but I understand their need. Division it feels unclear when to cross the street at an intersection when going south, but I ended up using the pedestrian walk signs and it worked well. ",0.1,0.6
179,"Miller/Catherine is an odd transition as I'm biking eastbound from the West Side, when I cross Main St. Likewise with the transition at the other end Division -- before the pilot, the way the alignment of the lane striping for cars varied created an uncomfortable driving and biking experience from Catherine to the Broadway Bridges. Cars always crossing lane lines because the lane varies. One nice thing about the pilot was not having to worry about this as a cyclist (or motorist since it's only one lane) -- especially where the bike lane just died out with no real transition, at about Detroit Street. Also, very nice on the bike to have more room to take the downhill curve in that area, onto the bridge. to take that curve a little wide",0.0,2.2
180,Perhaps better signage or communication about them. I saw people parking in some of the lanes for a while and the cones can be a bit confusing if you don't know what is going on. Perhaps some additional paint on the ground too with bike symbols.,-0.3,0.9
181,Much better signage (or frankly any signage) as part of the pilot locations outside downtown. The yard signs (e.g. Division) are very helpful.,0.7,1.4
182,"Packard - eisenhouwer to platt - serves no useful purpose and disrupts the only major east- west route in an area that with good access through neighborhoods to commute downtown - or anywhere else in the area. Packard and Platt is surrounded by one of the most densely populate areas outside of downtown. It is also a major corridor into the city from Pittsfield in the south and east. There are paths on the south and north of packard. In my walks and runs, I have not used the street, will not use the street and have seen no one else using the street.",0.0,1.0
183,There isn't info about the pilots so its easy to think its a construction project. Some locations have yard signs with info. But other locations have zero info for users or nearby residents.,-0.2,1.2
184,Do not involve Main Street. I have seen no pedestrian or bike use and traffic is impossible.,-0.6,1.2
185,Miller/Catherine & Main intersection is incredibly confusing with a central bike lane east of intersection changing to a right curb bike lane west of Main intersection on what is clearly marked as a truck route on city documents. Results in not enough space for trucks to turn off Main onto Miller- exemplified by the truck that took out power lines and a utility pool at that intersection. I have repeatedly witnessed Miller cyclists on sidewalks or wrong side of street not utilizing temporary bike lane. Better luck to have bike route on Kingsley. It is often used westbound by bikes. It is a one way street. It is not a truck route. It would connect to Allen River trail and First Street project though it also leads into ground zero of flood plane.,-0.4,3.9
186,"I've noticed cars and busses having a hard time turning left onto William, maybe decrease the footprint of bike lane barriers on intersections?",-0.4,0.4
187,The division route needs to continue so that it can connect with other bike lanes. Given the construction at maiden lane and Broadway it is challenging to ride up division right now. Continuing the lanes to maiden lane will allow cyclist to connect to the wide path up Plymouth. This would result in a protected bike/multi use path across nearly the whole NE side of town!,0.0,1.1
188,"Stop the S Main pilot. There is only 1 lane in each direction and when a car stops to make a left or right turn traffic stops. When a bus stops to let riders on or off, traffic is also stopped. This is a major street to enter or leave the city and 1 lane is not enough now and will be woefully inadequate as post covid life ramps up. For some streets it is safer for bikers to share the sidewalks with pedestrians vs sharing the road with 2K vehicles (cars, buses, trucks).",-0.4,2.5
189,Eliminate all of them,0.3,0.3
190,I would eliminate all 7 of the healthy streets projects. Drivers find them difficult and don't see much usage of the bicycle lanes. I've seen some elderly drivers having difficulties with the changes which also puts bikers and walkers at increased risk.,-0.6,1.8
191,Halt them.,0.1,0.1
192,Extend Miller all the way to Maple.,0.0,0.0
193,The biggest barrier for biking downtown is the proximity of cars. And having increased distance between Lanes designated for cars versus bicycles makes the experience feel much safer,0.2,1.5
194,"If you want to add bike lanes on any of the downtown streets, I don't have any serious objects -- with these three exceptions: Division Street, Fifth Avenue and Huron Street. The fact is that Division Street is the best street we have for traveling north via automobile through downtown, just as Fifth Avenue is best suited for use by automobiles for traveling through downtown southbound. And given the fact that Huron Street is part of the MDOT Business Loop, it's obviously inappropriate to add bike lanes to this thoroughfare.",0.0,1.8
195,"In all that I have traveled, I would rather see tall narrow cones to mark divisions. The barrels are so wide that they inhibit movement when passing pedestrians or bikes especially on two way spaces (Division Street). On Packard (from Eisenhower to Platt) I am not sure why barrels and in a number of places barriers are placed in the new bike lane. We are not sure we can safely get around them with the trailer which we usually take to market.",-0.4,1.6
196,"The bike lane on Division is poorly conceived. It blocks traffic to a standstill which makes it unsafe to cross streets with all the cars. It is terrible, remove it please.",-0.5,1.7
197,Any changes made to DIvision in the last few years have only increased my transit time and reduced the social distancing between my car and otheras,-0.1,0.1
198,"Get rid of them, go back to regular bike lanes and shared use lanes",-0.6,0.6
199,"For the love of god bring the major streets back. As someone who has to commute through town every day on a trip that is not feasible to replaced with cycling, the continual appropriation of traffic patterns to cyclists from cars makes me want to tear my hair out. Traffic was never amazing and now it is nothing short of miserable between the construction on 1st street and Main being reduced to 1 lane. It seems like an awful change made to pacify a vocal minority. Every day I see lines of cars idling in the now single lanes taking much longer to progress through each light, god forbid someone tries to turn left. On these same days I may see 1 or perhaps 2 cyclists and it is laughable to think that the hundreds/thousands of commuters are being sacrificed for the good of these few.",-0.7,4.3
200,Just ban all cars from the city core. To accomodate heavy winter snows convert parking garages to stables and offer low cost horse rentals.,-0.1,0.5
201,"There needs to be much more clarity about what's going on. The barriers are slapdash and look like construction, especially on South Main.",-0.6,1.3
202,"All of the above areas deserve permanent, smaller, less distracting barriers and signage to allow for biking and walking in our amazing city. Giving people the confidence to ride bikes on routes will definitely increase healthy tourism and commuting. As a resident of the Mitchell area, I was so happy to be able to walk Packard without being right next to people driving 50 mph+ while staring at their phones. Walking on such a busy stretch of road would never have been fun before. A walkable city is very important to me. Thank you.",0.5,3.5
203,Remove cones/barriers at all of these roads and intersections.,-0.4,0.4
204,There needs to be more public education about the existence of this initiative and more clearly marked information. Huge billboards with small print in a couple of places arent ideal. Some folks are going to think its construction prep area instead of a safe place for pedestrians and cyclists.,-0.2,1.6
205,Packard could continue further. I've used the route over to Packard and down south of Stadium many times. It's a highly trafficked bikeway for people living south of Stadium and off of Packard.,0.0,1.3
206,None. Get the barrels out of the roadway,-0.3,0.7
207,ALL of them!,0.4,0.4
208,in general more permanent designated bike lanes,-0.1,0.1
209,"Division Street: I regularly commute via car on this road as it is the only throughway through downtown towards the north campus area. Often during the morning/evening commute, it is already packed with cars in all 2/3 lanes. Reducing it to one lane and adding stop signs north of Huron make this impossible. From a motorist perspective, dedicated an entire lane of the road including the bridge to minimal cyclist traffic is counter productive. We should be addressing the congestion in traffic to make it safer for cyclists, not increasing it.",-0.3,1.8
210,"Please, please, please don't reduce the traffic lanes heading NE on Broadway Bridge. The routine driving commute to cross the bridge northward then turn left onto Moore Street is soul-crushingly long, already dangerous, and is the only travel route for many who commute from downtown to homes off Pontiac Trail.",-0.4,0.9
211,"South Main St is an artery line for downtown and the city. Closing two lanes is an incredibly stupid idea, businesses are hurting enough but actively making it harder for people to get to and from downtown so a handful of people use the healthy streets does not seem like a realistic trade off. And again having it look like a construction zone, thrown together because you felt like you had to something maybe seemed like a good idea but it certainly does not mean it was the right idea. or in this case the best idea.",-0.2,2.3
212,"I would create single bike lanes like the one that was on Division, and that is on Packard, a small lane for bikes. I have seen bikes not using the lane on Division, but riding in the right lane for cars, probably because the pavement is horrible in the bike lane. I have never seen anyone going against traffic on Division in the ""two way"" bike lane. Creating bottlenecks for cars will create impolite/unkind driving or at worst, road rage which is dangerous to all, drivers and bikes. Fix the roads first, please",-0.4,2.4
213,"Packard (from Eisenhower to Platt) does not lead to many useful locations for cyclists. If you provided more protection on Packard st toward downtown, maybe people would use it more. I see plenty of people biking Packard from around Stone School all the way to downtown. Imagine if you made it even safer for cyclists, I think there would be a large increase in users on that street and there is ample space to put in a protected two way bike lane like Williams st.",0.0,1.7
214,I would immediately discontinue the Main Street project - cars are behaving extremely dangerously due to only have one lane either way as the main exit/entry artery into downtown. A pedestrian is going to hit at crosswalk points because of this. Consider indirect consequences of decisions and let data drive decisions instead of a few people's emotions to allow for milliseconds of social distancing. If one person gets hit and severely injured crossing a crosswalk it immediately disqualifies the perceived benefit of this project. Perception and emotion is not meeting reality and facts right now.,-0.5,2.7
215,"Signs large enough for cars to read safely, as they drive by. All of the sites. ",0.5,1.0
216,"In general, we could use a bit more education. A few problems I've noticed on multiple occasions: people have left their garbage cans in the healthy streets bike/walking lane so that I can't get around them on a bike, and I've had cars enter and park in them in disruptive ways.",-0.6,1.2
217,Get rid of them,-0.8,0.8
218,"I feel that the bike lane across the Broadway bridge is not needed, bc the sidewalks on the flanks of the Bridge are amazing.",0.7,0.7
219,Packard Eisenhower to Platt is plain stupid,-0.8,0.8
220,"Better lane markers, smaller signs to delineate start of pilot project that don't block start and end of lane",-0.2,0.2
221,"I have lived in Ann Arbor for most of my life - this is one of the stupidest ideas I've ever seen! I live in the Darlington neighborhood next to Packard and Platt. Although we have the only stop light on our street and we always have more traffic at certain times of the day, this past week it feels like we're living on the infield at Indy! People are avoiding the Packard/Platt intersection and cutting through the adjoining neighborhoods. We don't have sidewalks and now I'm afraid to walk my dog in the evenings. There is nothing ""healthy"" about this program from my street. It should be stopped and the lanes re-opened for car traffic on these main thoroughfares before there are tragic consequences in the neighborhoods.",-0.4,4.1
222,"The orange barrel approach is definitely unattractive & confusing when unsigned; it looks like construction and not clearly a bike route, especially w/ so much active construction going on around town.",-0.8,0.8
223,I would like to see the data on: -Pedestrian accident changes -Bike accident changes -Vehicle accident changes -Net carbon change from reduced traffic flow (increased idling -documented virus transmission from walking on sidewalks Before commenting. Thanks,0.2,0.8
224,"Remove lane closures from Packard (Eisenhower to Platt). I am an avid runner who regularly works out in this area. The closures solve a problem we didnt have. There is plenty of room to distance and risk of transmission is already low. Instead, the closures make it harder to cross at pedestrian crossings because visibility is reduced and traffic is more dense. Studies show that outdoor recreation is already low risk so Im not sure what this supposed to be doing. Even though I could use the road, I always stay to the sidewalk since it is safer and nicer for running.",0.1,4.0
225,"Change the traffic signals back to regular signals instead of 4 way stops so pedestrians can safely cross. Drivers are either driving right through, or are paying more attention to which driver had the right of way, rather that paying attention to pedestrians.",-0.4,0.8
226,"Barrel placement next to where Carey turns onto the Broadway Bridge is dangerous. Cyclists coming downhill from Division are likely moving quickly and have trouble dodging the large barrel between the two sides of the bike lane. Division seems less impactful than other streets because bike lanes there and on Fifth were already so wide (except for the block north of Ann where Division had none and close calls are common!) Separation would probably encourage others to ride. Until they have to turn left out of a separated lane, or right when traveling southbound on Division. Similar thought about Catherine and Miller's disappearing lane. The Broadway bridge part is definitely good for distancing. ",-0.1,4.2
227,"Do away with them all and use the sidewalks, that is what they are fore.",-0.4,0.4
228,"Packard (from Eisenhower to Platt) seems to begin kind of suddenly, and it was a little hard to navigate into around the barriers.",-0.6,0.6
229,"All of it. This is one of the most stupid things Ann Arbor hs done in a long time. Anytime the City Council will screw things up, they will. Anytime the flow of traffic is stopped, they will do it. This hs nothing to do with social distance and you all know it.",-0.1,2.7
230,I've really only used the Packard between Platt and Eisenhower one and the thing I'd change is to use something other than traffic cones. It could also use more signage. ,-0.2,0.4
231,"Using construction materials and having several different projects all under the name ""healthy streets"" was incoherent. Better to have chosen one (such as protected bike lanes on Miller / Packard) only. I thought I was requesting such a thing on my street (Washington) but only got a mostly useless barrier that impedes turning auto visibility instead. Those measures (such as on Chapin, etc.) were useless and undermined support for the other initiatives. The protected bike lanes are a great idea --- as long as the city leaves some major thoroughfares for cars, too. This isn't Amsterdam: it gets cold here in February and even though I am a dedicated cyclist, I want passable roads for cars, too.",-0.2,2.7
232,South main,0.0,0.0
233,"Division: ABOLISH this project. It creates horrendous rush-hour back-ups, especially on the Broadway Bridge. Moreover, I often walk this stretch and have NEVER seen either a pedestrian or a biker use the block-off lane. Yet another negative effect of this particular project is that it greatly increases congestion on the Glen Street hill. The ""healthy streets"" project, like the city's utter indifference to the condition of streetsurfaces, seems to demonstrate an anti-vehicle mindset.",-0.4,2.8
234,The orange barrels are awful. The climate in Michigan is not suitable for year round biking so taking so much of the street away from car traffic makes no sense. What a waste of time and money. How about improving public transport to reduce car traffic??? Or maybe traffic is already significantly reduced by the pandemic and this whole healthy streets project comes at exactly the wrong time to test its effectiveness!!! I have seen less than 10 bikes total using those lanes Over the summer and there is also confusion as to whats going on. Is it construction?? Is biking/walking there even allowed??? Why extend it all the way to the stadium without football crowds?? Just not well implemented or thought through. Im an Ann Arbor homeowner and Im very unhappy that this is how our tax dollars are spent.,-0.5,6.3
235,Packard (from Eisenhower to Platt): Barriers at street corners need to leave space for bikers to pass between barrier and curb.,-0.4,0.4
236,"I think the worst two pilot projects are South Main and Division Northbound. They should be removed altogether. You don't have a lane to spare - particularly on Division. The bike lanes that have been built on William and First make some minimal sense because those are the least used streets in town. However, Division and South Main are your major traffic thoroughfares. If this were football season, you would be suffocating businesses. As is, you're severely limiting the desire of anyone that doesn't live downtown to patronize downtown establishments. By ruining your roads, you ruin your economy. Also, I'd argue that this creates a safety hazard because it routes more traffic from downtown to the north side of town past the hospital. I would think that creating more traffic jams near the hospital is dangerous and will cost lives if it slows down ambulances.",-0.8,8.0
237,Eliminate them entirely ,0.3,0.3
238,I drive on Division a lot and I can see that the buffered bike lane doesn't get much use because of poor signage. It simply looks like the lane is closed due to construction because: 1. You are using orange barrels 2. Minimal to no or small signage 3. The lane adjoins an actual construction zone where the lane is closed (north division/Broadway near swift and maiden lane). So people still use the sidewalk over the bridge.,-0.4,2.8
239,Expand it further!!!,-0.2,0.2
240,"Miller / Catherine is ridiculous. I both bike and drive. Traffic gets backed up on Miller. It will get worse when folks have to drive to work, get their kids to school, and of course football and other campus activities. Please get rid of that one lane only on Miller!",-0.5,3.0
241,"More housing in Ann Arbor so people can take advantage of city living. Otherwise these are wasteful, sometimes dangerous projects.",-0.3,0.6
242,"Although I was aware of the healthy streets pilot in general, I did not know where the routes were. On my way to the farmers market I continued on my usual route along Liberty to Forth a saw another cyclist turn onto First and then saw him rejoin at Catherine. I found the alternative route using the separated pilot routes even more comfortable. On another occasion I allowed my 13 year old son to lead us to the jump park on the border to border trail he took split off of Liberty to catch the William st. route which happened to put us on the Division route which was an absolute delight while guiding three children 11-13 years old. I'm not looking for changes along these routes - they exceeded my expectations.",0.4,3.1
243,"It's a shame that the AAATA decided to put a ramp all the way from the curb across the lane on Division. Wheelchair access is critical, but I don't understand why they couldn't just build a shorter ramp up to the curb. This is dangerous for cyclists traveling at speed.",-0.7,2.2
244,Miler and catherine is very tight and scary at main street ---there is so much traffic at that corner ----route bikes from miller to first or maybe ashley to reduce congestion on main corner? ,-0.3,0.3
245,"I'd be curious to try a two-way cycle track on S Main, if the result of the pilot is that two lanes of vehicle traffic is too great a cost. Could two-way bike traffic fit fit into one of those lanes? Packard and Main both involved weaving in and out of the bike lanes, that was tricky. And I had difficulty making left turns across Main (traveling south, turning onto Hoover) and across Packard (traveling east, turning on to Easy) from the bike lanes.",-0.2,1.0
246,"Get rid of all of it. Stop promoting fear and implementing useless nonsense that waste tax pay dollars so the city can look ""proactive"" for no reason. Take the money and fix some pot holes.",-0.7,2.3
247,Main street from Huron to Williams is terrible and a real concern for bike traffic!,-0.8,0.8
248,"When crossing Packard on NE corner and red lights appears to stop all traffic its not, crossing Packard heading South East bound traffic continues which will result in bike or pedestrians car accidents",-0.5,0.5
249,The pavement heading east on Packard toward state is in horrible condition- many bikers will use the car lane instead of the barricaded area as the pavement is so degraded. what is with the speed bumps on division? doesn't help my biking safety and don't think it does anything for runners or walkers. I am more nervous about cars turning right into a cyclist with the divided lanes- especially at Packard & State ( heading east on Packard) as the angle of sight there is too acute. On division it is more of a barrier but I think the increased safety is minimal.,-0.4,2.7
250,I would get rid of all of them!,-0.6,0.6
251,Eliminate South Main as a part of this effort. Too vital as an automobile access to shops and restaurants,-0.1,0.3
252,"Packard at Hill: Until a solution for a left turn at Hill St. (inbound Packard at Hill) is found, eliminating the extra lane for left turn has created a traffic nightmare of backed up cars that sometimes stretches from Hill back to Wells during high volume times of day. Cars trying to turn left on Hill from Packard sometimes have to go through three cycles of light changes before they can turn. Through traffic is trapped behind the turners and sometimes the intersection at State and Packard is blocked. Similarly, traffic is backed up on Packard (outbound) waiting for turners to turn right on State. This is a safety issue for both cyclists, pedestrians and motorists. As a cyclist, it is problematic to safely bicycle through the stretch of Packard (inbound and outbound) from State to Hill without the cones. But it also isn't safe to deal with backed up traffic going both ways either-especially with motorists trying to dash through gaps in traffic.",-0.5,4.0
253,"I would remove them all. It is confusing, unsightly, and it doesn't make me feel safe to use them as a biker or a pedestrian.",-0.8,1.6
254,"On Division especially, it is reckless to have bikers moving against the flow of traffic. Drivers don't expect it, and different intersections are very dangerous now. All traffic on a oneway street should move in oneway. Likewise on Main St south of William, there is no reason to have bike lanes on both sides of the street. Just have it on one side. Have the Southbound lanes remain 2 lanes so drivers leaving the city can exit faster. This is sold to the community as bike lanes not a road diet. Finally, what is the plan for Winter maintenance? (If this becomes permanent) The current bikeway on Williams is scarcely used in the winter, and I would hate to see so much of the city's roadway under utilized during 5 months of the year. The current one-way bike lanes are great; just add some pegs to provide some better road separation and everyone will be happy.",-0.2,3.9
255,"Sadly, when left turn lanes are removed, car traffic gets backed up and creates ill will toward cyclists. It is difficult to exit from the twoway bike lanes and join ordinary traffic at the final parts of my itinerary. Love the motivating intention. More streets that are fully closed to cars, more striped bike spaces or green aprons at intersections, protected left turn signaling, sharrows, well marked transitions between B2B and surface streets, I do support slowing car traffic. Not sure that about removing a lane of the Broadway bridge is helpful. Definitely do not like the two blocks of miller btw main and first! lots of four way stops are NOT good for cyclists, especially at the bottom of the hill. Good luck - this is tough I know.",-0.3,5.0
256,"better signage to motorists, so they are discourage from using the pilot corridor for parking.",-0.6,0.6
257,Division - Broadway bridge... maybe connecting better with the existing walking paths for bike lanes? It is such a pinch point.,-0.4,0.9
258,i'd keep the bike lanes on roads that don't require taking a lane away like liberty and miller and i'd have people walking on the sidewalks instead of on the street protected by a plastic cone. drivers are at least 100% worse now that so many roads have been narrowed and they're tired of waiting for 5 lights. the crosswalk at chapin always has at least 6 cars running the red light.,-0.5,1.7
259,"At present, the installation on the Broadway Bridge ends abruptly and does not offer the user a clear connection to the B2B for recreation, the bike lane on Pontiac Trail, or any clear safe path to north side destinations such as the UofM North Campus or businesses on Plymouth. Filling in these gaps would make the network more useful as a whole.",-0.5,1.0
260,This should be eliminated and returned to a four lane road as Packard is a key thoroughfare.,-0.5,0.5
261,"Packard (from Eisenhower to Platt) - this should go all the way to Platt, I don't understand why it doesn't.",-0.3,0.3
262,"There are sometimes barriers sitting in the middle of the pilot path that you need to weave around into traffic to continue, a little dangerous on a bike.",-0.6,0.6
263,"I'm not sure if some of the barriers have been bumped by cars, but some locations can be a little tight. I know it's tough to balance access for bikes, but not for cars.",-0.4,0.8
264,Very confusing arrows... I think I get why you have the lane closest to cars going in the direction of cars but it is not consistent with traditional traffic flow AND it is different than the flow on Williams.,-0.6,1.2
265,"Would recommend one way only bike traffic, 4 way stops on Division will be a nightmare when traffic increases as more university employees are returning to on campus work.",-0.5,0.5
266,I think this is great for residential streets but Packard from Eisenhower to Platt is just making traffic worse. this IS NOT a residential street and this is just making people pissed off.,-0.7,1.4
267,"The concerns I have with the project is that they sometimes start in an area that's not easy to get to to begin with. For example, the Packard (Eisenhower to Platt) location. To get to the barricade, it seems to just start out of nowhere. The area west on Eisenhower (Industrial to Packard) is definitely not bike friendly. Cars drive fast along that road so to get to the Packard/Eisenhower/Platt project location safely, it's challenging. And then the barricade ends a bit before Platt. What are the bikers supposed to do then? Will the bike lanes continue to extend east? I appreciate the efforts the city is taking to make Ann Arbor more biker/pedestrian friendly, it's definitely needed and I'm all for it. But the bike lanes need to be extensive throughout the city, not just a few blocks here and there. Challenging to do, but that's the only way to do it. People say Ann Arbor is biker friendly. Some areas, yes, and the changes being made have been great. But overall, it's not really.",0.0,7.0
268,I would not have the following as pilot projects (1) Packard at Hill and State and (2) State and North U. Too short and do not connect at all with other pilot projects.,-0.7,0.7
269,End program immediately,0.5,0.5
270,There is almost no visible use of several of these - by either bicycles or pedestrians.,-0.2,0.2
271,Miller and Catherine is the worst,-0.8,0.8
272,Some pedestrians (new students?) are not aware of designated street cross walks. it might be appropriate to have a bicycle safety course requirement for those riding in the streets. Must bikes be licensed to travel on the road?,-0.2,1.0
273,"Connectivity. A bikeway that appears out of nowhere (and disappears just the same), doesn't offer much help for a person actually trying to get somewhere. I hope these Pilots have demonstrated how helpful this sort of non-motorized transportation infrastructure is to our community.",0.0,1.4
274,"Maybe some signage letting people know what they are for. Also, sometimes people park in them.",-0.2,0.5
275,"Better signage, they often look like construction and can be confusing.",-0.4,0.4
276,The Packard (from Eisenhower to Platt) project has just congested the route for drivers and transit users from Ypsi. It would be ideal to widen paths adjacent in this area instead. The Division project makes it even harder for motorized users to cross town. The other projects seem like they are highly effective for all road users.,-0.2,2.4
277,Packard needs to be restored to its normal prepilot state.,-0.6,0.6
278,"This whole survey is about the walkers and bikers. I do walk downtown and do NOT use any of the Healthy street areas, as I am walking with my dog and need grass. I live on the old West Side and have lived here for 33 years. These decreased traffic lanes are a terrible inconvenience, and merchants such as Busches and Whole Foods should know that I am not frequenting their stores because of the ridiculous hassle of turning on and off of Main onto Mosley where I live. I have been going to Kroger and Plum Mkt instead. It is dangerous and takes way too much time to turn on and off Main st from Mosley where I live. I see backed up traffic, difficulty turning and virtually no one who wants to walk or bike with all that backed up traffic. I don't know whose idea this was, but they need a different one.....",-0.3,3.5
279,Division street - larger barriers,-0.2,0.2
280,Do more of them and make them permanent.,0.1,0.1
281,"On Packard from Eisenhower to Platt, it is totally unclear that the lanes that are closed off are reserved for pedestrians and bikers. I think the vast majority of people just think they are closed. Those who use the lanes love them and many more would use if they knew they could!",-0.2,2.1
282,In general it would be better off the lanes were separated by jersey barriers instead of barrels. I think some people see the barrels and believe it's just a roadwork project. Plus cars often park in the temporary bike lane on Division.,-0.4,1.4
283,I would like the Division street project to extend about 20 feet further north to Wall street so that one doesn't have to contend with traffic before turning onto the less busy side street.,-0.3,0.3
284,I think the markings on some of them could be better - it's not always obvious what it's for if you don't know about the healthy streets program.,-0.4,0.4
285,"Most of my suggestions would require making them permanent :) I would love for the separation to not just be construction barrels, but a little clearer and inviting, particularly on Division, which is the one I used the most.",0.7,1.4
286,I would make the signage a bit more clear. I would also replace the barrels and barricades with something else as to not communicate construction. I avoided these roads on my bike until I learned of this effort as road construction typically makes cycling more dangerous (less room).,-0.2,0.9
287,"Definitely keeping an eye out for when cars hit some of the barricades. Trying to use a lane that has crushed barrels in it is not very inviting. But again, that is the fault of drivers of course.",-0.2,2.5
288,"My only request would be that something other than orange barrels be used for the project. People (especially drivers) seem to be conflating street closures for construction with the safe streets program. Of course people always complain about the inconvenience of street repairs they also demand, but now they seem to think it's all healthy streets work-- especially the road repairs on 1st. I hear a lot of grumbling about bike lanes. It's super frustrating when we all know how necessary this work is to move towards a more sustainable and functional city.",-0.2,1.7
289,More signs to explain what they're for?,-0.2,0.2
290,"Less flimsy and temporary looking barriers Clear pathways to turning left Clear pathways where bike lanes end: e.g., how are you supposed to turn left onto Packard from southbound Division?",-0.7,0.7
291,Poorly executed project. Has only contributed to more traffic which feels dangerous in these new lanes.,-0.8,1.6
292,"Not a thing, except Id live to see more of it.",0.0,0.0
293,Id expand this to everywhere.,0.6,0.6
294,Make sidewalks bigger by eliminating green space or just add regular bike lanes...do not make streets smaller traffic is worse and cars are more reckless....,-0.7,0.7
295,"I think the issue on division is that its now very hard to make a left onto Catherine with the stop sign instead of the light. Also I think cars are less aware of bicyclists when turning right, thinking the traffic cones are just construction. Finally, Ive found that cars now feel more comfortable parking/waiting in the bike lane if they think theyll be in and out",-0.1,2.1
296,Make signage bigger.,0.0,0.0
297,more signage that it's a bike lane and not a construction project,-0.4,0.4
